souid,year,annual,winter_half_year,summer_half_year,winter_djf,spring_mam,summer_jja,autumn_son,january,february,march,april,may,june,july,august,september,october,november,december
4074,2002,10.7,6.52,15.03,3.96,9.94,17.74,10.69,3.75,6.47,7.09,9.14,13.58,17.03,17.47,18.68,14.1,9.49,8.51,2.93
4074,2003,10.72,5.39,16.34,2.02,10.59,19.61,10.18,1.43,1.67,8.04,9.92,13.78,19,19.21,20.6,15.36,7.06,8.23,3.81
4074,2004,9.91,5.08,14.78,3.16,9.36,17.01,10.65,2.24,3.46,5.66,10.55,11.92,15.34,16.65,18.98,15.16,11.41,5.34,1.99
4074,2005,10.39,5.05,15.13,2.33,9.96,16.94,11.85,3.87,1,6.29,10.59,13.03,16.85,18.05,15.92,16.32,13.47,5.71,2.92
4074,2006,10.82,4.53,16.11,1.55,8.57,18.55,13.52,0.46,1.25,3.13,8.52,14.06,17.12,23.01,15.46,18.33,13.66,8.56,5.66
4074,2007,11.01,7.9,15.56,5.78,11.87,17.24,9.78,5.92,5.74,7.65,13.66,14.35,17.35,17.37,17.02,13.55,9.94,5.84,3.38
4074,2008,10.44,5.91,15.1,4.77,9.96,17.5,9.9,5.57,5.4,5.3,8.64,15.89,16.77,17.99,17.7,13.4,10.03,6.25,2.1
4074,2009,10.54,4.53,16.05,1.59,11.11,17.74,11.56,0.06,2.74,5.86,13.21,14.33,15.56,18.28,19.31,15.47,9.97,9.29,2.04
4074,2010,9.12,4.56,14.94,0.72,8.8,18.45,9.72,-1.25,1.43,5.72,10.18,10.56,17.37,21.02,16.93,13.47,9.89,5.78,-2.08
4074,2011,11.15,4.53,15.84,1.42,11.8,16.7,12.02,2.66,3.91,7.01,13.6,14.85,16.53,15.96,17.6,16.48,11.47,8.14,5.2
4074,2012,10.32,6.29,14.92,3.04,10.78,17.31,10.42,3.89,-0.19,8.9,8.55,14.81,14.92,17.47,19.47,14.06,10.47,6.74,4.15
4074,2013,9.78,4.25,14.95,2.1,7.51,18.2,10.71,1.44,0.55,1.87,8.89,11.8,15.8,19.92,18.82,14.29,12.16,5.62,5.45
4074,2014,11.68,7.37,15.59,5.68,11.47,17.44,12.57,5.29,6.35,9.21,12.33,12.91,16.33,19.82,16.13,15.95,13.32,8.42,3.77
4074,2015,10.97,6.29,15.16,3.17,9.56,18.32,10.87,3.12,2.57,6.23,9.73,12.72,16.18,19.19,19.51,13.4,9.69,9.55,9.09
4074,2016,10.79,6.91,16.07,5.79,9.46,18.16,11.16,4.15,4,4.86,8.75,14.75,16.99,19.07,18.39,18.34,9.64,5.54,4.72
4074,2017,10.96,5.85,15.53,3.51,10.98,18.5,10.95,0.66,5.3,9.19,8.3,15.35,18.68,18.75,18.08,13.84,12.58,6.39,3.92
4074,2018,11.87,5.51,17.81,3.08,11.82,20.02,11.84,5.15,-0.14,4.64,13.7,17.19,17.91,22,20.09,15.76,12.74,6.98,5.46
4074,2019,11.46,7.06,16.14,4.85,10.09,19.8,10.88,2.13,7.17,7.87,11,11.43,19.99,19.7,19.73,14.89,11.7,6.03,5.65
4074,2020,11.85,6.95,16.46,5.69,10.85,18.95,11.98,5.12,6.34,6.79,12.48,13.34,17.92,17.67,21.23,16.04,11.19,8.73,5.24
4074,2021,10.45,6.45,14.86,3.94,8.29,18.24,11.26,2.29,4.34,6.76,6.88,11.19,19.57,18.28,16.92,16.28,11.42,6.09,4.98
4074,2022,12.04,6.84,16.49,4.98,11.06,19.73,12.67,4.06,5.99,8.37,9.52,15.24,18.12,19.43,21.58,14.81,14.13,9.03,3.68
4074,2023,11.86,7.34,16.41,4.66,9.83,18.92,13.09,4.8,5.58,6.7,8.75,14,20.16,18.6,18.03,18.88,13.34,7.03,6.08
4074,2024,11.81,7.74,16.37,5.62,11.84,18.56,11.67,3.15,7.76,9.07,10.85,15.56,16.43,18.86,20.31,16.02,12.35,6.62,4.54
4074,2025,11.6,6.53,16.5,3.76,11.76,18.94,11.45,2.8,3.97,8.65,12.15,14.48,18.85,18.94,19.04,15.42,11.29,7.65,5.5
4074,2026,NA,NA,NA,4.62,NA,NA,NA,2.51,5.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
