souid,year,annual,winter_half_year,summer_half_year,winter_djf,spring_mam,summer_jja,autumn_son,january,february,march,april,may,june,july,august,september,october,november,december
4172,1908,8,3.87,13.31,1.21,7.08,16.08,8.27,-1.74,2.36,2.5,5.43,13.25,16.89,16.9,14.49,12.75,8.81,3.24,0.98
4172,1909,7.88,2.44,12.77,-0.23,7.47,14.82,8.67,-0.46,-1.33,3.05,8.15,11.23,13.53,14.9,15.98,12.67,10.82,2.44,2.88
4172,1910,NA,4.48,13.28,3.13,8.09,15.71,NA,2.58,4.01,4.05,7.6,12.59,15.92,15.48,15.73,12.24,10.2,NA,4.83
4172,1911,9.65,NA,14.73,2.4,8.6,17.74,9.65,0.01,2.36,4.82,7.43,13.5,14.99,18.85,19.31,14.04,9,5.93,5.04
4172,1912,8.81,5.57,12.76,3.73,8.86,15.9,6.73,1.62,4.6,7.2,7.21,12.13,15.57,18.21,13.91,9.34,7.04,3.8,4.87
4172,1913,9.18,4.58,12.81,3.16,9.35,14.38,10.47,1.89,2.69,7.02,8.25,12.76,14.56,14.15,14.45,12.59,10.92,7.89,2.58
4172,1914,9.14,5.02,13.67,1.88,8.83,16.22,8.61,-2.08,5.5,5.48,10.32,10.76,14.42,17.12,17.06,12.19,9.13,4.51,5.08
4172,1915,8.52,4.28,13.44,3.1,7.64,16.01,7.09,1.5,2.69,2.62,6.78,13.51,17.06,15.85,15.15,12.14,7.22,1.9,5.42
4172,1916,9.03,4.49,13.08,4.31,8.9,14.68,9.19,4.9,2.49,4.8,8.23,13.66,12.44,15.36,16.16,12.41,9.54,5.61,2.42
4172,1917,7.81,2.38,14.13,-0.7,6.7,17.1,9.19,-2.19,-2.5,1.03,3.99,14.98,18.03,16.94,16.36,14.3,7.23,6.1,-1.21
4172,1918,9.21,3.8,13.58,1.54,9.4,14.95,8.61,2.57,3.43,4.7,8.95,14.54,12.63,16.29,15.85,13.02,8.74,4.05,5.3
4172,1919,7.87,4.15,12.89,2.79,7.41,14.83,7.31,1.68,1.24,3.61,5.74,12.82,14.82,13.87,15.79,14.17,6.08,1.73,2.38
4172,1920,9.27,4.31,13.8,3.49,10.27,15.63,7.73,3.45,4.73,7.44,9.29,14.06,15.22,17.24,14.41,12.47,7.72,3.01,2.01
4172,1921,9.43,4.45,14.02,3.24,9.25,16.43,8.61,5.35,2.26,6.13,7.81,13.75,14.23,18.27,16.72,13.13,11.99,0.59,2.16
4172,1922,7.78,3.16,12.83,0.86,7.49,15.46,6.62,-0.4,0.83,3.51,5.63,13.26,15.46,15.68,15.23,11.52,4.82,3.59,3.73
4172,1923,8.5,4.06,12.69,3.34,8.09,15,8.84,3.07,3.19,5.87,7.4,10.96,10.94,18.39,15.54,12.68,10.61,3.16,-0.36
4172,1924,8.08,2.4,13.09,-0.73,7.63,14.93,9.2,-0.5,-1.38,2.65,5.96,14.23,15,15.95,13.82,13.43,10.11,4.02,3.23
4172,1925,9.01,4.59,14.07,3.81,8.21,16.77,7.75,3.44,4.87,1.9,8.36,14.38,15.27,18.6,16.4,11.17,9.49,2.54,1.33
4172,1926,9.29,4.48,13.68,3.33,8.26,15.74,9.86,2.07,6.94,4.7,9.79,10.34,13.79,17.44,15.94,14.69,7.82,7.15,0.86
4172,1927,8.59,4.59,13.2,2.09,8.15,15.65,9,2.88,2.58,6.13,7.39,10.91,13.71,16.82,16.37,13.83,9.2,3.95,-1.13
4172,1928,8.86,3.93,12.97,2,7.49,15.96,9.28,3.11,4.17,4.32,7.99,10.18,13.83,18.03,15.95,11.63,9.4,6.81,0.76
4172,1929,8.24,2.04,13.75,-2.66,7.34,16.02,10.54,-2.73,-6.38,3.73,5.05,13.18,14.24,16.99,16.78,16.07,9.66,5.92,5.22
4172,1930,9.41,5.33,13.98,3.82,8.4,16.67,9.8,5.08,0.89,4.8,8.56,11.85,18.12,16.01,15.94,13.32,9.41,6.69,1.7
4172,1931,8.18,3.47,13.3,1.06,7.52,16.08,8.17,1.82,-0.49,1.42,6.4,14.71,15.93,16.67,15.65,10.21,7.9,6.42,0.93
4172,1932,8.67,3.25,13.95,1.15,6.99,16.64,9.24,3.19,-0.78,1.69,7.05,12.25,14.26,17.46,18.12,14.39,8.79,4.57,2.64
4172,1933,7.93,3.79,13.32,1.11,8.17,15.94,8.37,-0.48,1.17,5.81,7.33,11.34,14.09,17.4,16.26,13.32,8.75,3.03,-3.29
4172,1934,9.72,2.78,14.44,0.11,8.95,16.16,10.11,1.72,2.1,4.3,10.23,12.47,15.52,17.38,15.55,15.39,10.4,4.52,6.8
4172,1935,8.83,4.98,13.44,3.58,7.19,16.42,9.62,0.83,3.05,4.08,7.5,10.08,16.55,16.89,15.84,13.61,8.38,6.93,1.95
4172,1936,8.85,4.95,13.34,2.86,7.88,16.36,8.17,4.89,1.64,5.76,4.96,12.73,16.73,16.4,15.97,12.94,7.04,4.57,2.37
4172,1937,9.05,4.05,13.95,3.05,8.7,16.11,8.82,2.84,4.04,3.48,8.41,14.21,15.66,16.61,16.05,12.59,9.88,3.97,0.47
4172,1938,8.94,4.51,12.93,1.92,7.53,16.23,10.25,3.36,1.93,7.17,4.88,10.45,15.46,15.72,17.47,13.45,8.77,8.56,-0.4
4172,1939,NA,4.45,13.56,2.21,7.3,16.37,NA,4.22,2.86,2.66,8.68,10.59,15.96,16.54,16.6,13,NA,NA,NA
4172,1940,NA,NA,NA,NA,NA,NA,9.04,NA,NA,6.41,NA,NA,NA,NA,14.74,12.4,8.08,6.67,-1.26
4172,1941,7.91,2.82,12.78,-0.9,6.59,16.41,7.98,-2.7,1.5,4.61,6.06,9.07,16.67,18.46,14.1,12.19,8.17,3.59,2.84
4172,1942,NA,1.33,13.38,-2.55,8.13,14.84,NA,-6.43,-4.23,3.59,8.83,12,13.12,14.09,17.25,14.9,11.71,NA,NA
4172,1943,9.28,NA,13.97,NA,9.49,16.03,9.27,2.03,3.62,6.06,9.51,12.91,13.69,17.25,17.07,13.23,10.63,3.9,1.02
4172,1944,NA,NA,13.72,NA,7.25,16.48,8.73,NA,-0.81,1.41,9.14,11.26,13.61,16.73,18.99,12.42,8.87,4.9,1.68
4172,1945,NA,3.95,NA,1.1,NA,NA,NA,-3.46,5.49,6.41,NA,NA,NA,NA,NA,NA,NA,0.73,-1.2
4172,1946,NA,NA,NA,NA,NA,15.85,10.01,NA,NA,NA,NA,NA,14.12,17.61,15.77,14.06,8.32,7.7,-2
4172,1947,NA,NA,16.22,NA,9.57,18.79,10.37,NA,-4.27,4.12,9.38,15.03,18.52,19.28,18.57,16.4,8.5,6.22,2.85
4172,1948,9.74,5.16,14.32,3.28,9.94,16.16,9.37,4.92,1.98,6.41,10.07,13.35,15.88,16.32,16.26,13.95,8.96,5.22,3.25
4172,1949,9.67,4.36,14.66,3.13,8.54,15.98,10.7,2.94,3.22,2.49,10.91,12.29,14.12,17.2,16.58,16.78,10.82,4.48,3.78
4172,1950,9.13,5.17,14.26,3.25,8.69,17.33,8.92,1.1,5.05,5.74,6.93,13.35,17.55,17.38,17.07,13.1,8.06,5.64,-1.57
4172,1951,9.36,3.76,13.65,1.79,7.33,16.21,10.11,3.66,3.44,3.38,6.92,11.67,15.14,16.88,16.57,14.57,7.35,8.49,3.96
4172,1952,8.39,4.48,13.81,2.17,9.09,16.62,6.67,1.42,1.05,4.51,10.11,12.68,14.97,17.85,17,10.04,7.63,2.32,0.75
4172,1953,9.34,2.78,13.87,0.56,8.97,15.99,10.26,0.14,0.81,4.84,9.11,12.97,15.56,16.52,15.89,13.06,11,6.7,4.84
4172,1954,8.42,4.3,12.69,0.77,7.87,14.87,10.13,-2.15,-0.5,5.52,5.93,12.08,15.09,13.88,15.63,13.38,10.85,6.13,4.5
4172,1955,8.11,3.73,13.12,1.3,6.26,15.92,8.98,-0.12,-0.68,1.34,7.46,10.01,14.47,16.9,16.33,13.45,8.37,5.13,4.05
4172,1956,7.55,2.58,12.61,-0.94,7.59,14.57,8.76,1.29,-8.64,4.65,5.52,12.52,12.87,16.79,13.98,13.8,8.71,3.78,4.45
4172,1957,9.32,5.37,13.15,3.91,8.49,16.39,9.25,2.21,5.2,7.81,7.86,9.77,16.55,17.63,14.98,11.97,10.02,5.72,1.91
4172,1958,8.78,3.84,13.61,2.29,6.28,15.98,9.84,1.66,3.42,0.33,5.63,12.86,14.32,16.3,17.27,15.09,9.87,4.56,3.69
4172,1959,9.56,4.58,14.62,1.97,9.99,17.26,8.77,1.1,1.03,6.88,10.13,12.96,16.13,18.8,16.82,12.73,8.73,4.86,3.91
4172,1960,9.2,4.52,13.59,2.57,8.83,15.36,10.68,1.34,2.45,5.71,8.01,12.74,15.84,15.04,15.21,14.6,10.12,7.35,1.84
4172,1961,9.37,5.48,13.66,2.93,8.95,14.96,10.7,1.22,6.05,6.44,10.61,9.84,15.05,14.26,15.58,16.64,10.93,4.51,1.29
4172,1962,7.54,3.75,12.23,2,6.15,14.48,8.35,3.08,1.58,0.9,8.22,9.39,13.69,14.52,15.2,12.26,9.32,3.44,-1.46
4172,1963,7.53,0.85,13.61,-4.08,8.22,15.83,10.18,-6.97,-3.79,4.18,9.12,11.38,15.49,16.68,15.33,13.6,8.69,8.31,-2.25
4172,1964,8.73,3.23,14.33,0.12,8.24,16.47,8.66,-0.23,3.02,1.97,8.82,13.94,16.52,17.29,15.6,13.7,7.1,5.23,1.75
4172,1965,7.61,3.24,12.04,1.22,7.02,14.17,7.37,2.17,-0.4,3.32,6.69,11.05,14.78,14.04,13.71,11.9,8.07,2.12,3.29
4172,1966,8.7,3.61,13.3,2.54,8.4,15.25,8.71,-1.38,6.04,3.69,8.9,12.63,15.92,14.89,14.96,12.42,11.16,2.46,2.61
4172,1967,8.94,4.74,13.08,2.96,7.72,15.85,9.56,2.49,3.87,5.7,5.73,11.67,14.09,17.9,15.5,13.42,11.31,3.9,1.25
4172,1968,8.23,3.71,13.21,0.73,7.9,15.59,9.43,0.16,0.78,4.67,8.64,10.42,15.31,15.77,15.67,13.4,10.65,4.21,-1.07
4172,1969,8.2,3.05,13.48,0.54,7.11,16.13,9.56,3.35,-0.78,1.61,6.9,12.81,14.3,17.99,16.03,12.66,10.39,5.61,-3.07
4172,1970,8.11,2.43,13.04,-1.12,6.33,15.87,9.82,0.09,-0.29,1.66,5.39,11.92,16.28,15.28,16.05,13.16,9.27,7.05,0.95
4172,1971,8.48,3.67,13.35,1.5,7.46,15.78,7.93,1.29,2.35,1.1,7.41,13.85,13.7,16.85,16.73,11.32,8.43,4.02,4.22
4172,1972,7.8,3.99,12.13,2.25,7.44,14.96,7.16,-0.98,3.59,4.65,6.94,10.7,13.47,16.74,14.63,10.08,6.41,5.02,2.16
4172,1973,8.29,3.42,13.4,1.69,7.04,16.54,7.98,1.29,1.61,3.88,5.09,12.09,15.89,16.74,16.98,13.46,6.93,3.57,1.41
4172,1974,8.82,4.36,12.37,3.26,7.94,14.55,7.86,4.61,3.81,5.72,7.4,10.68,13.4,14.44,15.77,12.42,5.34,5.92,5.95
4172,1975,8.87,4.8,13.65,4.63,7.19,16.5,8.5,6.1,1.53,3.66,7.01,10.9,14.12,17.53,17.76,14.41,7.15,4,1.74
4172,1976,8.57,3.03,13.66,1.85,6.56,16.98,9.43,2.25,1.56,1.44,5.81,12.42,16.87,19.09,14.98,12.62,10.23,5.42,-0.09
4172,1977,8.79,4.6,12.23,1.76,7.56,15.02,9.44,1.68,3.89,6.44,5.2,10.97,14.12,15.74,15.18,11.99,10.76,5.53,3.55
4172,1978,7.83,4.46,12.06,1.6,7.72,14.18,8.54,1.58,-0.55,5.43,6.44,11.25,14.09,14.48,13.98,11.97,9.12,4.52,0.99
4172,1979,7.7,2.23,12.55,-1.49,7.31,15,8.53,-4.13,-1.33,3.94,6.3,11.65,15.74,14.81,14.47,12.2,9.25,4.09,4.73
4172,1980,8.01,4.1,12.66,2.28,7.2,14.94,8.47,-1.32,3.5,4.32,6.18,11.06,14.16,14.64,16.01,13.76,7.91,3.75,2.05
4172,1981,8.46,3.68,13.47,0.8,9.59,15.44,8.79,0.36,-0.09,7.75,7.95,13.01,14.64,15.97,15.69,13.42,7.71,5.29,-0.82
4172,1982,9.05,2.94,13.82,0.15,7.31,16.58,10.89,-0.38,1.82,4.02,6.04,11.82,15.2,18.27,16.23,15.2,9.88,7.62,2.44
4172,1983,9.11,4.77,14.18,2.07,8,17.51,8.87,4.86,-1.44,4.74,8.6,10.67,16.07,19.42,16.98,13.2,9.15,4.25,1.93
4172,1984,8.17,3.27,12.23,1.32,6.08,15.03,9.83,1.52,0.43,2.18,5.7,10.35,13.46,15.45,16.14,12.11,10.44,6.92,2.96
4172,1985,7.37,2.78,12.86,-1.46,7.93,14.69,7.38,-4.63,-2.84,3.45,7.42,12.91,12.9,16.29,14.83,12.63,8.51,0.97,5.12
4172,1986,8.03,2.28,12.78,0.23,7.45,15.8,9.11,1.19,-6.26,3.25,5.52,13.52,15.86,16.3,15.23,10,10.1,7.2,3.22
4172,1987,7.65,2.77,12.94,-0.39,6.23,15.06,9.74,-4.8,0.5,0.29,9.18,9.3,13.8,16.23,15.13,13.93,9.88,5.39,2.65
4172,1988,9.09,4.78,13.31,3.52,8.03,15.27,8.81,5.12,2.73,2.77,7.08,14.19,13.98,16.05,15.73,12.62,9.56,4.21,4.68
4172,1989,9.26,5.04,13.62,3.28,8.94,15.88,9.2,2.39,2.72,6.41,6.61,13.72,14.77,16.84,16.01,13.58,10.51,3.46,3.57
4172,1990,9.5,5.77,13.31,4.54,8.96,16.16,8.95,3.81,6.42,6.85,6.86,13.1,14.68,15.83,17.93,11.25,10.71,4.83,1.47
4172,1991,8.08,4.03,12.64,0.57,7.22,15.65,8.75,1.96,-1.96,6.63,6.17,8.83,12.35,18.21,16.27,13.8,8.18,4.29,1.4
4172,1992,9.09,3.97,14.25,2.01,9.02,16.92,8.16,1.56,3.16,5.21,7.64,14.17,15.82,17.27,17.65,12.72,6.14,5.69,1.91
4172,1993,8.29,3.42,13.57,1.68,9.24,15.13,6.45,3.16,-0.22,3.57,10.33,13.85,15.57,15.56,14.27,11.75,7.15,0.44,3.35
4172,1994,9.63,3.49,14.13,2.3,8.57,17.52,9.57,3.07,0.29,6.23,7.26,12.18,15.36,20.61,16.53,12.61,7.79,8.35,4.58
4172,1995,8.88,5.07,13.67,3.73,7.63,16.69,9.43,1.36,5.4,3.06,8.12,11.71,13.79,19.11,17.07,11.97,11.9,4.34,-1.56
4172,1996,6.95,2.25,12.23,-1.39,6.32,15.01,7.87,-1.51,-1.1,1.29,7.41,10.28,14.47,14.89,15.65,10.54,8.79,4.24,-1.78
4172,1997,9.2,3.34,13.94,-0.04,8.78,17.03,8.81,-2.52,4.62,6.85,6.78,12.66,15.36,16.65,19.03,12.96,7.82,5.67,4.17
4172,1998,NA,5.52,13.84,4.54,9.57,15.64,NA,3.88,5.69,5.94,8.81,13.93,15.7,15.54,15.67,13.3,NA,NA,NA
