souid,year,annual,winter_half_year,summer_half_year,winter_djf,spring_mam,summer_jja,autumn_son,january,february,march,april,may,june,july,august,september,october,november,december
4030,1974,11.33,6.71,15.39,5.36,10.73,17.64,10.07,6.58,5.84,7.65,11.03,13.51,16.81,17.15,18.94,14.78,7.93,7.59,7.85
4030,1975,11.46,7.02,16.48,6.89,9.4,19.74,11.12,7.57,5.08,5.93,9.11,13.16,16.72,20.41,21.98,17.31,9.81,6.28,3.67
4030,1976,11.41,5.55,16.94,4.18,9.89,20.38,11.67,4.5,4.39,4.61,9.43,15.62,20.29,21.63,19.21,15.26,12.36,7.36,1.99
4030,1977,11.06,6.74,14.67,3.95,10.01,17.42,11.52,3.78,6.29,8.61,7.84,13.5,16.4,18.16,17.66,14.28,12.94,7.28,5.57
4030,1978,10.31,6.54,14.76,3.82,10.14,16.95,11.03,3.7,1.99,7.34,9.14,13.91,16.54,17.3,16.99,14.54,11.89,6.62,3.11
4030,1979,10.02,4.34,15.14,0.47,9.65,17.46,11.25,-1.93,0.2,5.84,9.12,13.97,17.63,17.74,17,15.29,12.14,6.3,6.28
4030,1980,10.34,6.36,15.33,4.48,9.68,17.44,10.61,1.13,6.14,6.15,9.06,13.81,16.36,17.12,18.82,16.72,9.86,5.27,3.61
4030,1981,10.73,5.44,16.05,2.4,12.05,17.83,11.23,1.89,1.63,9.99,10.65,15.45,16.51,18.29,18.65,16.58,9.92,7.24,1.36
4030,1982,11.89,5.44,17,2.7,10.64,19.56,13.38,2.35,4.56,7.15,9.44,15.3,18.44,21.28,18.94,18.45,12.47,9.25,4.62
4030,1983,11.82,7.07,16.97,4.47,10.15,20.89,11.49,6.78,1.74,7.09,10.69,12.67,18.91,23.03,20.67,15.69,11.69,7.07,4.97
4030,1984,11.08,6.25,15.25,4.32,9.46,17.97,12.34,4.37,3.56,5.68,10.2,12.53,15.67,17.92,20.25,14.74,12.78,9.48,5.47
4030,1985,10.09,5.35,15.82,1.32,10.72,17.5,10.24,-2.3,0.73,5.62,10.62,15.91,15.27,19.45,17.72,15.76,11.62,3.28,6.7
4030,1986,10.68,4.8,15.61,2.51,10.03,18.82,11.69,3.22,-2.91,6.08,7.85,16.08,18.79,19.43,18.24,13.03,12.96,9.02,5.21
4030,1987,10.21,5.26,15.6,1.98,9.37,17.41,11.97,-2.61,3.49,3.46,13.01,11.77,15.59,18.84,17.73,16.64,12.25,7.01,5.05
4030,1988,11.78,7,16.27,5.66,11.32,17.99,11.49,6.9,4.98,5.68,11.24,17.05,16.78,18.1,19.04,15.25,12.27,6.93,6.84
4030,1989,12.53,7.96,17.09,6.13,12.17,19.55,12.41,5.54,5.99,9.97,8.82,17.61,18.19,20.62,19.78,17.31,13.45,6.44,6.01
4030,1990,12.2,8.36,16.2,6.82,12.09,18.94,11.45,5.99,8.65,9.61,10.09,16.51,16.84,18.96,20.94,13.6,13.63,7.04,4.15
4030,1991,11.27,6.82,16.09,3.18,10.91,18.96,11.82,4.28,0.87,10.39,10.18,12.14,14.69,21.48,20.57,17.27,11.55,6.65,4.26
4030,1992,11.99,6.65,17.52,4.52,12.12,20.16,11,3.33,6.06,7.98,10.32,18.01,19.1,21.04,20.3,16.12,8.7,8.27,4.48
4030,1993,11.07,6.15,16.34,4.19,12.26,17.95,9.36,5.69,2.22,7.19,13.01,16.59,18.59,18.13,17.15,14.45,10.13,3.49,5.53
4030,1994,11.82,5.79,16.49,4.35,10.45,20.24,11.86,4.99,2.32,7.89,9.05,14.36,17.38,23.85,19.41,14.59,10.47,10.57,6.21
4030,1995,11.59,7.25,16.8,5.55,10.36,20.23,11.91,3.65,6.93,5.75,10.55,14.78,16.42,22.7,21.44,14.66,14.09,6.91,0.84
4030,1996,9.61,4.77,15.15,1.07,9.24,18.07,10.05,1.13,1.27,4.25,11.1,12.44,17.63,17.87,18.68,13.06,11.16,5.88,0.65
4030,1997,11.21,5.43,16.21,2.15,10.65,19.52,10.8,-0.53,6.76,8.79,8.88,14.22,17.47,18.9,22.11,15.45,10.16,6.81,5.21
4030,1998,11.11,7.02,15.8,5.66,11.54,17.53,9.87,5.03,6.85,8.02,10.02,16.55,17.11,17.36,18.1,15.5,10.07,4.02,4.38
4030,1999,11.95,5.98,17.3,4.43,11.79,19.13,12.2,5.54,3.27,8.26,11.13,15.97,17.27,21.41,18.66,19.2,11.09,6.36,4.56
4030,2000,11.92,6.59,16.52,4.9,11.95,17.94,12.36,4.34,5.87,7.26,11.97,16.62,18.29,16.26,19.29,16.62,11.93,8.55,5.85
4030,2001,11.38,6.94,16.14,4.89,10.62,19.23,11.61,3.59,5.29,6.32,9,16.49,16.7,20.51,20.38,13.46,14.87,6.4,2.99
4030,2002,11.83,7.38,16.48,4.92,11.2,19.27,11.49,4.53,7.48,8,10.52,15.07,19.04,19,19.77,15.32,10.27,8.93,3.87
4030,2003,11.82,6.21,17.63,3,11.8,21.11,10.96,2.38,2.71,8.83,11.38,15.17,20.75,20.79,21.78,15.74,8.11,9.13,4.52
4030,2004,11.17,6.19,16.2,4.37,10.75,18.5,11.57,3.61,5.03,6.78,11.9,13.62,17.04,18.13,20.28,16.15,12.28,6.25,2.83
4030,2005,11.59,6.07,16.53,3.37,11.36,18.53,12.57,5.01,2.15,7.5,11.87,14.74,18.92,19.57,17.1,16.95,14.12,6.59,3.89
4030,2006,12.13,5.54,17.63,2.65,9.99,20.23,14.53,1.45,2.6,4.33,9.88,15.75,19.09,24.68,16.88,19.37,14.66,9.57,6.65
4030,2007,11.81,8.88,16.54,6.79,13.24,17.96,10.15,6.95,6.75,8.51,15.12,16.15,18.29,18.09,17.51,14.03,10.12,6.31,3.65
4030,2008,10.85,6.28,15.52,5.03,10.48,17.98,10.28,6.18,5.27,6.11,9.1,16.19,17.21,18.45,18.27,13.69,10.4,6.75,2.35
4030,2009,10.89,4.81,16.39,1.77,11.36,18.21,11.94,-0.24,3.35,6.15,13.2,14.79,16.25,19.01,19.32,15.65,10.4,9.84,2.56
4030,2010,9.61,5.15,15.35,1.36,9.25,18.95,10.05,-0.62,2.23,6.37,10.26,11.14,17.65,21.65,17.52,13.76,10.16,6.24,-1.41
4030,2011,11.46,4.92,16.25,2.01,11.86,17.32,12.01,3.13,4.55,6.85,13.38,15.41,17.19,16.62,18.14,16.7,11.6,7.75,5.78
4030,2012,10.76,6.52,15.42,3.57,11.12,17.88,10.76,4.43,0.29,8.94,9.12,15.22,15.79,18.06,19.72,14.39,10.76,7.12,4.75
4030,2013,10.29,4.82,15.39,2.78,8.04,18.62,11.17,2.16,1.3,2.59,9.32,12.24,16.33,20.3,19.16,14.8,12.51,6.17,5.87
4030,2014,11.97,7.66,15.89,6.1,11.52,17.83,12.78,5.71,6.79,8.79,12.52,13.28,16.7,20.11,16.63,16.03,13.65,8.63,4.54
4030,2015,11.39,6.71,15.61,3.78,9.82,18.89,11.23,3.68,3.06,6.41,9.7,13.34,16.86,19.82,19.92,13.83,10,9.91,9.49
4030,2016,11.18,7.35,16.48,6.31,9.92,18.64,11.48,4.74,4.59,5.28,9.34,15.12,17.51,19.51,18.86,18.38,10.03,6.09,4.49
4030,2017,11.47,6.12,16.09,3.61,11.37,19.13,11.53,0.71,5.83,9.51,8.49,16.02,19.54,19.43,18.44,14.41,13.23,6.9,4.65
4030,2018,12.2,6.11,18.06,3.69,12.01,20.53,11.93,5.88,0.21,5.24,13.67,17.19,18.49,22.5,20.55,15.78,12.73,7.25,6.01
4030,2019,11.87,7.32,16.61,5.14,10.52,20.25,11.44,2.75,6.82,8.3,11.38,11.91,20.46,20.2,20.11,15.5,12.4,6.37,5.91
4030,2020,12.26,7.48,16.78,6.19,11.08,19.6,12.2,5.67,7.05,7.41,12.18,13.68,18.61,18.32,21.82,15.97,11.9,8.73,5.64
4030,2021,10.81,6.83,15.25,4.44,8.63,18.68,11.43,3.01,4.71,6.87,7.06,11.91,19.89,18.84,17.35,16.4,11.54,6.34,5.45
4030,2022,12.36,7.09,16.94,5.51,11.13,20.2,12.94,4.62,6.56,7.95,9.87,15.52,18.56,20.06,21.91,15.47,14.11,9.21,4.03
4030,2023,12.35,7.69,16.83,5.07,10.32,19.53,13.43,5.4,5.85,7.4,9.15,14.37,20.67,19.38,18.57,18.77,13.82,7.68,6.68
4030,2024,12.27,8.3,16.8,6.21,12.24,18.99,12.13,3.64,8.45,9.52,11.29,15.87,16.97,19.29,20.65,16.57,12.65,7.14,5.02
4030,2025,11.93,6.78,16.93,4.22,11.54,19.63,11.92,3.39,4.26,7.98,12.01,14.65,19.65,19.75,19.5,15.93,11.92,7.91,5.7
4030,2026,NA,NA,NA,5.01,NA,NA,NA,2.88,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
